planid	partnb	id	type	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	idsymbol	idshort	K2005class
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 1; Right-Drive)	Angular profile error (fHa) (-0.50; 1; Right-Drive)	0.004633968346567	0.00000	0.005000	-0.003000																632	fHa___1_1R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 1; Right-Drive)	Angular profile error (fHa) (-3.50; 1; Right-Drive)	-0.001475883031999	0.00000	0.005000	-0.003000																632	fHa___4_1R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 1; Right-Drive)	Angular profile error (fHa) (-6.50; 1; Right-Drive)	-0.003035138432596	0.00000	0.005000	-0.003000																632	fHa___7_1R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 13; Right-Drive)	Angular profile error (fHa) (-0.50; 13; Right-Drive)	0.001212839716193	0.00000	0.005000	-0.003000																632	fHa___113R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 13; Right-Drive)	Angular profile error (fHa) (-3.50; 13; Right-Drive)	-0.004580265097003	0.00000	0.005000	-0.003000																632	fHa___413R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 13; Right-Drive)	Angular profile error (fHa) (-6.50; 13; Right-Drive)	-0.005900749830542	0.00000	0.005000	-0.003000																632	fHa___713R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 26; Right-Drive)	Angular profile error (fHa) (-0.50; 26; Right-Drive)	0.002503861014855	0.00000	0.005000	-0.003000																632	fHa___126R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 26; Right-Drive)	Angular profile error (fHa) (-3.50; 26; Right-Drive)	-0.004052138348431	0.00000	0.005000	-0.003000																632	fHa___426R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 26; Right-Drive)	Angular profile error (fHa) (-6.50; 26; Right-Drive)	-0.006554105532217	0.00000	0.005000	-0.003000																632	fHa___726R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 38; Right-Drive)	Angular profile error (fHa) (-0.50; 38; Right-Drive)	0.004500593218066	0.00000	0.005000	-0.003000																632	fHa___138R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 38; Right-Drive)	Angular profile error (fHa) (-3.50; 38; Right-Drive)	-0.001020064330694	0.00000	0.005000	-0.003000																632	fHa___438R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 38; Right-Drive)	Angular profile error (fHa) (-6.50; 38; Right-Drive)	-0.001945649811037	0.00000	0.005000	-0.003000																632	fHa___738R	3
35.7371 Grinding in process M05710	223	Profile - variation angular deviation (varfHa) (Right-Drive)	Profile - variation angular deviation (varfHa) (Right-Drive)	0.003560200766308	0.00000	0.012000	0.000000																0	vfHb_____R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 1; Right-Drive)	Profile form error (ffa) (-0.50; 1; Right-Drive)	0.001385556618483	0.00000	0.003000	0.000000																631	ffa___1_1R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 1; Right-Drive)	Profile form error (ffa) (-3.50; 1; Right-Drive)	0.000869765255793	0.00000	0.003000	0.000000																631	ffa___4_1R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 1; Right-Drive)	Profile form error (ffa) (-6.50; 1; Right-Drive)	0.000797683693915	0.00000	0.003000	0.000000																631	ffa___7_1R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 13; Right-Drive)	Profile form error (ffa) (-0.50; 13; Right-Drive)	0.000875129588701	0.00000	0.003000	0.000000																631	ffa___113R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 13; Right-Drive)	Profile form error (ffa) (-3.50; 13; Right-Drive)	0.000990309987036	0.00000	0.003000	0.000000																631	ffa___413R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 13; Right-Drive)	Profile form error (ffa) (-6.50; 13; Right-Drive)	0.000780414336786	0.00000	0.003000	0.000000																631	ffa___713R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 26; Right-Drive)	Profile form error (ffa) (-0.50; 26; Right-Drive)	0.000692641636107	0.00000	0.003000	0.000000																631	ffa___126R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 26; Right-Drive)	Profile form error (ffa) (-3.50; 26; Right-Drive)	0.000765581096549	0.00000	0.003000	0.000000																631	ffa___426R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 26; Right-Drive)	Profile form error (ffa) (-6.50; 26; Right-Drive)	0.000785329230586	0.00000	0.003000	0.000000																631	ffa___726R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 38; Right-Drive)	Profile form error (ffa) (-0.50; 38; Right-Drive)	0.000589219983818	0.00000	0.003000	0.000000																631	ffa___138R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 38; Right-Drive)	Profile form error (ffa) (-3.50; 38; Right-Drive)	0.000725041731423	0.00000	0.003000	0.000000																631	ffa___438R	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 38; Right-Drive)	Profile form error (ffa) (-6.50; 38; Right-Drive)	0.000646846588808	0.00000	0.003000	0.000000																631	ffa___738R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-0.50; 1; Right-Drive)	Profile crowning (Ch) (-0.50; 1; Right-Drive)	0.004136240945475	0.00400	0.003000	-0.004000																643	Ch____1_1R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-3.50; 1; Right-Drive)	Profile crowning (Ch) (-3.50; 1; Right-Drive)	0.003731583932013	0.00400	0.003000	-0.004000																643	Ch____4_1R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-6.50; 1; Right-Drive)	Profile crowning (Ch) (-6.50; 1; Right-Drive)	0.001899142940782	0.00400	0.003000	-0.004000																643	Ch____7_1R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-0.50; 13; Right-Drive)	Profile crowning (Ch) (-0.50; 13; Right-Drive)	0.004408706710398	0.00400	0.003000	-0.004000																643	Ch____113R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-3.50; 13; Right-Drive)	Profile crowning (Ch) (-3.50; 13; Right-Drive)	0.003837688480127	0.00400	0.003000	-0.004000																643	Ch____413R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-6.50; 13; Right-Drive)	Profile crowning (Ch) (-6.50; 13; Right-Drive)	0.001988687096775	0.00400	0.003000	-0.004000																643	Ch____713R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-0.50; 26; Right-Drive)	Profile crowning (Ch) (-0.50; 26; Right-Drive)	0.004245357537300	0.00400	0.003000	-0.004000																643	Ch____126R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-3.50; 26; Right-Drive)	Profile crowning (Ch) (-3.50; 26; Right-Drive)	0.003721112441520	0.00400	0.003000	-0.004000																643	Ch____426R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-6.50; 26; Right-Drive)	Profile crowning (Ch) (-6.50; 26; Right-Drive)	0.001734732382448	0.00400	0.003000	-0.004000																643	Ch____726R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-0.50; 38; Right-Drive)	Profile crowning (Ch) (-0.50; 38; Right-Drive)	0.004468268660282	0.00400	0.003000	-0.004000																643	Ch____138R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-3.50; 38; Right-Drive)	Profile crowning (Ch) (-3.50; 38; Right-Drive)	0.003790068986947	0.00400	0.003000	-0.004000																643	Ch____438R	3
35.7371 Grinding in process M05710	223	Profile crowning (Ch) (-6.50; 38; Right-Drive)	Profile crowning (Ch) (-6.50; 38; Right-Drive)	0.001960095025155	0.00400	0.003000	-0.004000																643	Ch____738R	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 1; Left-Coast)	Angular profile error (fHa) (-0.50; 1; Left-Coast)	0.011776275812745	0.00000	0.008000	-0.008000																632	fHa___1_1L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 1; Left-Coast)	Angular profile error (fHa) (-3.50; 1; Left-Coast)	0.007203268534924	0.00000	0.008000	-0.008000																632	fHa___4_1L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 1; Left-Coast)	Angular profile error (fHa) (-6.50; 1; Left-Coast)	0.007082162435798	0.00000	0.008000	-0.008000																632	fHa___7_1L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 13; Left-Coast)	Angular profile error (fHa) (-0.50; 13; Left-Coast)	0.010193234743878	0.00000	0.008000	-0.008000																632	fHa___113L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 13; Left-Coast)	Angular profile error (fHa) (-3.50; 13; Left-Coast)	0.005948800172125	0.00000	0.008000	-0.008000																632	fHa___413L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 13; Left-Coast)	Angular profile error (fHa) (-6.50; 13; Left-Coast)	0.006111787259545	0.00000	0.008000	-0.008000																632	fHa___713L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 26; Left-Coast)	Angular profile error (fHa) (-0.50; 26; Left-Coast)	0.010923315329202	0.00000	0.008000	-0.008000																632	fHa___126L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 26; Left-Coast)	Angular profile error (fHa) (-3.50; 26; Left-Coast)	0.005602795269766	0.00000	0.008000	-0.008000																632	fHa___426L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 26; Left-Coast)	Angular profile error (fHa) (-6.50; 26; Left-Coast)	0.005135364209219	0.00000	0.008000	-0.008000																632	fHa___726L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-0.50; 38; Left-Coast)	Angular profile error (fHa) (-0.50; 38; Left-Coast)	0.010809958156537	0.00000	0.008000	-0.008000																632	fHa___138L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-3.50; 38; Left-Coast)	Angular profile error (fHa) (-3.50; 38; Left-Coast)	0.006607021251980	0.00000	0.008000	-0.008000																632	fHa___438L	3
35.7371 Grinding in process M05710	223	Angular profile error (fHa) (-6.50; 38; Left-Coast)	Angular profile error (fHa) (-6.50; 38; Left-Coast)	0.007119110047457	0.00000	0.008000	-0.008000																632	fHa___738L	3
35.7371 Grinding in process M05710	223	Profile - variation angular deviation (varfHa) (Left-Coast)	Profile - variation angular deviation (varfHa) (Left-Coast)	0.001600473265158	0.00000	0.012000	0.000000																0	vfHb_____L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 1; Left-Coast)	Profile form error (ffa) (-0.50; 1; Left-Coast)	0.001486065550744	0.00000	0.003000	0.000000																631	ffa___1_1L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 1; Left-Coast)	Profile form error (ffa) (-3.50; 1; Left-Coast)	0.001877260611532	0.00000	0.003000	0.000000																631	ffa___4_1L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 1; Left-Coast)	Profile form error (ffa) (-6.50; 1; Left-Coast)	0.001192894402571	0.00000	0.003000	0.000000																631	ffa___7_1L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 13; Left-Coast)	Profile form error (ffa) (-0.50; 13; Left-Coast)	0.001382610496390	0.00000	0.003000	0.000000																631	ffa___113L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 13; Left-Coast)	Profile form error (ffa) (-3.50; 13; Left-Coast)	0.001256240102344	0.00000	0.003000	0.000000																631	ffa___413L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 13; Left-Coast)	Profile form error (ffa) (-6.50; 13; Left-Coast)	0.001309212557243	0.00000	0.003000	0.000000																631	ffa___713L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 26; Left-Coast)	Profile form error (ffa) (-0.50; 26; Left-Coast)	0.001537425518183	0.00000	0.003000	0.000000																631	ffa___126L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 26; Left-Coast)	Profile form error (ffa) (-3.50; 26; Left-Coast)	0.001224302262969	0.00000	0.003000	0.000000																631	ffa___426L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 26; Left-Coast)	Profile form error (ffa) (-6.50; 26; Left-Coast)	0.003960369594176	0.00000	0.003000	0.000000																631	ffa___726L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-0.50; 38; Left-Coast)	Profile form error (ffa) (-0.50; 38; Left-Coast)	0.001370032482839	0.00000	0.003000	0.000000																631	ffa___138L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-3.50; 38; Left-Coast)	Profile form error (ffa) (-3.50; 38; Left-Coast)	0.001397839903627	0.00000	0.003000	0.000000																631	ffa___438L	3
35.7371 Grinding in process M05710	223	Profile form error (ffa) (-6.50; 38; Left-Coast)	Profile form error (ffa) (-6.50; 38; Left-Coast)	0.001344435572244	0.00000	0.003000	0.000000																631	ffa___738L	3
